user_id,product_id,category_encoded,brand_encoded,action_encoded,price_normalized,timestamp_normalized,interaction_score,user_activity_count,user_avg_score,item_activity_count,item_avg_score,user_category_count,user_item_similarity_score
USER_285,rm_044,2,4,2,0.8705263654054637,1.6610376405878924e-05,5.0,18,4.0,81,2.3333333333333335,4,0.7296576060873127
USER_285,rm_044,3,4,2,0.31334801257836226,1.6610376405878924e-05,5.0,18,4.0,81,2.3333333333333335,3,0.7296576060873127
USER_285,rm_044,2,3,2,0.8132571089967612,1.6610376405878924e-05,5.0,18,4.0,81,2.3333333333333335,4,0.7296576060873127
USER_146,rm_083,5,1,1,0.3862863530156422,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,3,0.36419653485119
USER_146,rm_083,3,0,1,0.6726259014605176,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,9,0.36419653485119
USER_146,rm_083,3,6,1,0.11458564800786486,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,9,0.36419653485119
USER_146,rm_083,4,2,1,0.8572881104848864,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,1,0.36419653485119
USER_146,rm_083,2,2,1,0.7472611087543517,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,7,0.36419653485119
USER_146,rm_083,1,2,1,0.5793655603364106,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,3,0.36419653485119
USER_146,rm_083,2,6,1,0.9384145068649038,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,7,0.36419653485119
USER_146,rm_083,2,4,1,0.6738042812220135,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,7,0.36419653485119
USER_146,rm_083,3,2,1,0.459615242173875,1.937877186719561e-05,1.0,27,2.3333333333333335,54,2.3333333333333335,9,0.36419653485119
USER_002,rm_119,5,3,3,0.31930051377357604,2.2147168238006998e-05,1.0,18,3.0,36,1.5,3,0.5916544468883459
USER_002,rm_119,2,2,3,0.9570463742938139,2.2147168238006998e-05,1.0,18,3.0,36,1.5,3,0.5916544468883459
USER_002,rm_119,0,6,3,0.3811957524459797,2.2147168238006998e-05,1.0,18,3.0,36,1.5,5,0.5916544468883459
USER_002,rm_119,0,3,3,0.5069726413887374,2.2147168238006998e-05,1.0,18,3.0,36,1.5,5,0.5916544468883459
USER_002,rm_119,0,4,3,0.15735073295221164,2.2147168238006998e-05,1.0,18,3.0,36,1.5,5,0.5916544468883459
USER_002,rm_119,2,0,3,0.21159660357284743,2.2147168238006998e-05,1.0,18,3.0,36,1.5,3,0.5916544468883459
USER_002,rm_119,1,5,3,0.36756694880444957,2.2147168238006998e-05,1.0,18,3.0,36,1.5,3,0.5916544468883459
USER_002,rm_119,4,7,3,0.5204398386629766,2.2147168238006998e-05,1.0,18,3.0,36,1.5,3,0.5916544468883459
USER_002,rm_119,1,3,3,0.5599525954655947,2.2147168238006998e-05,1.0,18,3.0,36,1.5,3,0.5916544468883459
USER_116,rm_124,3,3,3,0.41291100202681325,2.4915563699323684e-05,1.0,54,2.0,72,2.5,13,0.2795049462968419
USER_116,rm_124,1,4,3,0.34985758438882497,2.4915563699323684e-05,1.0,54,2.0,72,2.5,9,0.2795049462968419
USER_116,rm_124,3,0,3,0.014625376239823852,2.4915563699323684e-05,1.0,54,2.0,72,2.5,13,0.2795049462968419
USER_116,rm_124,2,5,3,0.32515874458787014,2.4915563699323684e-05,1.0,54,2.0,72,2.5,6,0.2795049462968419
USER_116,rm_124,0,6,3,0.06177403389693554,2.4915563699323684e-05,1.0,54,2.0,72,2.5,7,0.2795049462968419
USER_116,rm_124,1,0,3,0.21380522392582268,2.4915563699323684e-05,1.0,54,2.0,72,2.5,9,0.2795049462968419
USER_116,rm_124,2,0,3,0.817802288076817,2.4915563699323684e-05,1.0,54,2.0,72,2.5,6,0.2795049462968419
USER_116,rm_124,1,2,3,0.5168306297934806,2.4915563699323684e-05,1.0,54,2.0,72,2.5,9,0.2795049462968419
USER_116,rm_124,5,4,3,0.4274488414843545,2.4915563699323684e-05,1.0,54,2.0,72,2.5,13,0.2795049462968419
USER_052,rm_150,0,4,2,0.0580570874492455,2.7683960070135072e-05,5.0,9,5.0,45,2.6,3,0.9999999999999998
USER_052,rm_150,0,3,2,0.5025756014786983,2.7683960070135072e-05,5.0,9,5.0,45,2.6,3,0.9999999999999998
USER_052,rm_150,0,7,2,0.5549899332700375,2.7683960070135072e-05,5.0,9,5.0,45,2.6,3,0.9999999999999998
USER_052,rm_150,2,3,2,0.357628157216061,2.7683960070135072e-05,5.0,9,5.0,45,2.6,2,0.9999999999999998
USER_052,rm_150,2,6,2,0.5689554168434237,2.7683960070135072e-05,5.0,9,5.0,45,2.6,2,0.9999999999999998
USER_052,rm_150,1,6,2,0.815324323778357,2.7683960070135072e-05,5.0,9,5.0,45,2.6,3,0.9999999999999998
USER_052,rm_150,1,6,2,0.5591310964318661,2.7683960070135072e-05,5.0,9,5.0,45,2.6,3,0.9999999999999998
USER_052,rm_150,1,0,2,0.765751570611882,2.7683960070135072e-05,5.0,9,5.0,45,2.6,3,0.9999999999999998
USER_052,rm_150,3,7,2,0.5183120214936469,2.7683960070135072e-05,5.0,9,5.0,45,2.6,1,0.9999999999999998
USER_298,rm_016,1,0,2,0.5082250907352417,3.045235644094646e-05,5.0,36,4.5,72,2.25,6,0.5369438137839738
USER_298,rm_016,4,0,2,0.19319367849759947,3.045235644094646e-05,5.0,36,4.5,72,2.25,6,0.5369438137839738
USER_298,rm_016,2,5,2,0.08663448006518124,3.045235644094646e-05,5.0,36,4.5,72,2.25,2,0.5369438137839738
USER_298,rm_016,4,2,2,0.6774269572887839,3.045235644094646e-05,5.0,36,4.5,72,2.25,6,0.5369438137839738
USER_298,rm_016,0,4,2,0.6759927007790775,3.045235644094646e-05,5.0,36,4.5,72,2.25,5,0.5369438137839738
USER_298,rm_016,5,3,2,0.9751395538317543,3.045235644094646e-05,5.0,36,4.5,72,2.25,9,0.5369438137839738
USER_298,rm_016,3,4,2,0.736467150139049,3.045235644094646e-05,5.0,36,4.5,72,2.25,8,0.5369438137839738
USER_298,rm_016,5,7,2,0.4527671723599243,3.045235644094646e-05,5.0,36,4.5,72,2.25,9,0.5369438137839738
USER_298,rm_016,0,4,2,0.6089058575574545,3.045235644094646e-05,5.0,36,4.5,72,2.25,5,0.5369438137839738
USER_295,rm_097,0,4,3,0.8955618851382745,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,5,0.5425628265379375
USER_295,rm_097,5,7,3,0.5447615969402528,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,6,0.5425628265379375
USER_295,rm_097,5,5,3,0.001461190904254962,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,6,0.5425628265379375
USER_295,rm_097,4,4,3,0.33318519416331677,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,4,0.5425628265379375
USER_295,rm_097,5,0,3,0.7903696072291916,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,6,0.5425628265379375
USER_295,rm_097,0,5,3,0.20991320391356752,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,5,0.5425628265379375
USER_295,rm_097,0,2,3,0.7082331710536063,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,5,0.5425628265379375
USER_295,rm_097,4,7,3,0.9529658135197194,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,4,0.5425628265379375
USER_295,rm_097,5,5,3,0.39452154414883944,3.3220751902263146e-05,1.0,18,1.0,81,1.4444444444444444,6,0.5425628265379375
USER_377,rm_057,5,2,3,0.44005413813304245,3.5989148273074534e-05,1.0,27,1.0,36,1.5,3,0.36378594339512144
USER_377,rm_057,0,6,3,0.7821209488987201,3.5989148273074534e-05,1.0,27,1.0,36,1.5,4,0.36378594339512144
USER_377,rm_057,2,7,3,0.29701903588334716,3.5989148273074534e-05,1.0,27,1.0,36,1.5,3,0.36378594339512144
USER_377,rm_057,3,6,3,0.6631988633685502,3.5989148273074534e-05,1.0,27,1.0,36,1.5,5,0.36378594339512144
USER_377,rm_057,1,0,3,0.8384273007023143,3.5989148273074534e-05,1.0,27,1.0,36,1.5,3,0.36378594339512144
USER_377,rm_057,4,4,3,0.7766936683972014,3.5989148273074534e-05,1.0,27,1.0,36,1.5,9,0.36378594339512144
USER_377,rm_057,1,2,3,0.20072857537253633,3.5989148273074534e-05,1.0,27,1.0,36,1.5,3,0.36378594339512144
USER_377,rm_057,4,6,3,0.31480246988398014,3.5989148273074534e-05,1.0,27,1.0,36,1.5,9,0.36378594339512144
USER_377,rm_057,3,7,3,0.4874856069329132,3.5989148273074534e-05,1.0,27,1.0,36,1.5,5,0.36378594339512144
USER_288,rm_151,3,1,0,0.34602616676430387,3.875754373439122e-05,3.0,45,1.8,36,2.0,14,0.42777655121991415
USER_288,rm_151,4,0,0,0.6576571116902007,3.875754373439122e-05,3.0,45,1.8,36,2.0,3,0.42777655121991415
USER_288,rm_151,2,4,0,0.4652310634372328,3.875754373439122e-05,3.0,45,1.8,36,2.0,5,0.42777655121991415
USER_288,rm_151,1,0,0,0.6327293295355838,3.875754373439122e-05,3.0,45,1.8,36,2.0,11,0.42777655121991415
USER_288,rm_151,4,4,0,0.04199745469971517,3.875754373439122e-05,3.0,45,1.8,36,2.0,3,0.42777655121991415
USER_288,rm_151,2,5,0,0.6170871799015548,3.875754373439122e-05,3.0,45,1.8,36,2.0,5,0.42777655121991415
USER_288,rm_151,1,7,0,0.3795527543785226,3.875754373439122e-05,3.0,45,1.8,36,2.0,11,0.42777655121991415
USER_288,rm_151,2,5,0,0.8506218478341381,3.875754373439122e-05,3.0,45,1.8,36,2.0,5,0.42777655121991415
USER_288,rm_151,0,0,0,0.6662559171498024,3.875754373439122e-05,3.0,45,1.8,36,2.0,10,0.42777655121991415
USER_272,rm_152,5,0,1,0.7220235810624273,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,8,0.3498825101855461
USER_272,rm_152,2,4,1,0.3110585890417416,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,4,0.3498825101855461
USER_272,rm_152,5,5,1,0.5121911803325051,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,8,0.3498825101855461
USER_272,rm_152,4,7,1,0.6680672551831875,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,4,0.3498825101855461
USER_272,rm_152,0,7,1,0.8825727733672707,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,5,0.3498825101855461
USER_272,rm_152,0,3,1,0.9121669393774114,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,5,0.3498825101855461
USER_272,rm_152,5,2,1,0.8608973193543826,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,8,0.3498825101855461
USER_272,rm_152,3,6,1,0.5795473674996129,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,3,0.3498825101855461
USER_272,rm_152,4,2,1,0.2943121292312251,4.152594010520261e-05,1.0,27,1.0,81,2.7777777777777777,4,0.3498825101855461
USER_409,rm_113,4,3,1,0.6600744736009265,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,6,0.4023916101080234
USER_409,rm_113,5,5,1,0.8201455804025346,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,7,0.4023916101080234
USER_409,rm_113,4,2,1,0.7648290675985968,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,6,0.4023916101080234
USER_409,rm_113,4,4,1,0.8614090728508037,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,6,0.4023916101080234
USER_409,rm_113,5,2,1,0.06957154111872009,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,7,0.4023916101080234
USER_409,rm_113,3,7,1,0.4570430074944953,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,2,0.4023916101080234
USER_409,rm_113,2,6,1,0.20711202688052577,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,4,0.4023916101080234
USER_409,rm_113,4,5,1,0.9985051411025595,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,6,0.4023916101080234
USER_409,rm_113,2,0,1,0.8186103199132713,4.4294335566519294e-05,1.0,27,1.6666666666666667,36,1.5,4,0.4023916101080234
USER_451,rm_053,5,2,3,0.8130349002417362,4.706273193733068e-05,1.0,36,3.0,45,2.6,8,0.31322740660353354
USER_451,rm_053,1,2,3,0.24414008578604665,4.706273193733068e-05,1.0,36,3.0,45,2.6,3,0.31322740660353354
USER_451,rm_053,1,7,3,0.06757166232349555,4.706273193733068e-05,1.0,36,3.0,45,2.6,3,0.31322740660353354
USER_451,rm_053,5,5,3,0.5215643496353757,4.706273193733068e-05,1.0,36,3.0,45,2.6,8,0.31322740660353354
USER_451,rm_053,4,7,3,0.17893865018281718,4.706273193733068e-05,1.0,36,3.0,45,2.6,9,0.31322740660353354
USER_451,rm_053,1,2,3,0.28579412695526873,4.706273193733068e-05,1.0,36,3.0,45,2.6,3,0.31322740660353354
USER_451,rm_053,3,5,3,0.9337683238052914,4.706273193733068e-05,1.0,36,3.0,45,2.6,8,0.31322740660353354
USER_451,rm_053,5,4,3,0.7230942232457293,4.706273193733068e-05,1.0,36,3.0,45,2.6,8,0.31322740660353354
USER_451,rm_053,0,6,3,0.8424068574968521,4.706273193733068e-05,1.0,36,3.0,45,2.6,4,0.31322740660353354
USER_147,rm_181,0,5,0,0.2847032839760554,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,23,0.5151110123692707
USER_147,rm_181,3,3,0,0.603929728164623,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,4,0.5151110123692707
USER_147,rm_181,2,0,0,0.4483364644566996,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,8,0.5151110123692707
USER_147,rm_181,2,5,0,0.18041330828434637,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,8,0.5151110123692707
USER_147,rm_181,0,2,0,0.9841019736177606,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,23,0.5151110123692707
USER_147,rm_181,5,3,0,0.19483667656505665,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,19,0.5151110123692707
USER_147,rm_181,4,4,0,0.987455305739046,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,13,0.5151110123692707
USER_147,rm_181,0,0,0,0.9033526587614219,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,23,0.5151110123692707
USER_147,rm_181,1,6,0,0.6471594314149312,4.983112830814207e-05,3.0,81,3.6666666666666665,54,2.3333333333333335,14,0.5151110123692707
USER_310,rm_160,5,4,3,0.2302419381990317,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,5,0.30619632206900593
USER_310,rm_160,4,4,3,0.6059632749530333,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,5,0.30619632206900593
USER_310,rm_160,3,0,3,0.3167282790941963,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,6,0.30619632206900593
USER_310,rm_160,1,0,3,0.797143607458134,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,4,0.30619632206900593
USER_310,rm_160,0,6,3,0.29101266589903646,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,7,0.30619632206900593
USER_310,rm_160,0,5,3,0.4960238100047809,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,7,0.30619632206900593
USER_310,rm_160,0,2,3,0.6170602455070063,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,7,0.30619632206900593
USER_310,rm_160,2,6,3,0.6194574066218209,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,9,0.30619632206900593
USER_310,rm_160,4,2,3,0.23246402574928118,5.2599523769458756e-05,1.0,36,3.0,81,2.3333333333333335,5,0.30619632206900593
USER_160,rm_089,1,5,1,0.1862513383027291,5.5367920140270144e-05,1.0,18,3.0,54,4.0,5,0.5370218048599432
USER_160,rm_089,1,0,1,0.0918328182130376,5.5367920140270144e-05,1.0,18,3.0,54,4.0,5,0.5370218048599432
USER_160,rm_089,0,0,1,0.9271424627463656,5.5367920140270144e-05,1.0,18,3.0,54,4.0,3,0.5370218048599432
USER_160,rm_089,5,2,1,0.11967624857752727,5.5367920140270144e-05,1.0,18,3.0,54,4.0,2,0.5370218048599432
USER_160,rm_089,1,0,1,0.48808489721161685,5.5367920140270144e-05,1.0,18,3.0,54,4.0,5,0.5370218048599432
USER_160,rm_089,2,7,1,0.17829895831229084,5.5367920140270144e-05,1.0,18,3.0,54,4.0,5,0.5370218048599432
USER_160,rm_089,1,5,1,0.02420055350180797,5.5367920140270144e-05,1.0,18,3.0,54,4.0,5,0.5370218048599432
USER_160,rm_089,4,2,1,0.7493956595223185,5.5367920140270144e-05,1.0,18,3.0,54,4.0,2,0.5370218048599432
USER_160,rm_089,2,2,1,0.10573096580005253,5.5367920140270144e-05,1.0,18,3.0,54,4.0,5,0.5370218048599432
USER_168,rm_154,2,4,1,0.7034657832185255,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,3,0.5270897616436538
USER_168,rm_154,5,3,1,0.3820037842824341,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,6,0.5270897616436538
USER_168,rm_154,3,6,1,0.9624938555912437,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,3,0.5270897616436538
USER_168,rm_154,5,0,1,0.30815640802914307,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,6,0.5270897616436538
USER_168,rm_154,5,7,1,0.645913715667064,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,6,0.5270897616436538
USER_168,rm_154,1,0,1,0.07149061673029918,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,2,0.5270897616436538
USER_168,rm_154,5,0,1,0.7484529557131219,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,6,0.5270897616436538
USER_168,rm_154,4,5,1,0.30491081348605137,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,1,0.5270897616436538
USER_168,rm_154,0,2,1,0.4442357028866938,5.813631560158683e-05,1.0,18,2.0,108,1.6666666666666667,3,0.5270897616436538
USER_405,rm_075,4,0,2,0.5496232551562532,6.090471197239822e-05,5.0,36,4.0,72,3.5,7,0.4570681337852176
USER_405,rm_075,4,0,2,0.6465736083335017,6.090471197239822e-05,5.0,36,4.0,72,3.5,7,0.4570681337852176
USER_405,rm_075,3,4,2,0.5215643496353757,6.090471197239822e-05,5.0,36,4.0,72,3.5,5,0.4570681337852176
USER_405,rm_075,5,4,2,0.557548700752143,6.090471197239822e-05,5.0,36,4.0,72,3.5,9,0.4570681337852176
USER_405,rm_075,1,3,2,0.29108000188540767,6.090471197239822e-05,5.0,36,4.0,72,3.5,3,0.4570681337852176
USER_405,rm_075,0,2,2,0.7047519005582153,6.090471197239822e-05,5.0,36,4.0,72,3.5,7,0.4570681337852176
USER_405,rm_075,0,5,2,0.7669030159788296,6.090471197239822e-05,5.0,36,4.0,72,3.5,7,0.4570681337852176
USER_405,rm_075,2,2,2,0.9994478449117562,6.090471197239822e-05,5.0,36,4.0,72,3.5,5,0.4570681337852176
USER_405,rm_075,0,7,2,0.3705499330006936,6.090471197239822e-05,5.0,36,4.0,72,3.5,7,0.4570681337852176
USER_075,rm_194,5,5,2,0.6705923546721074,6.36731083432096e-05,5.0,45,4.6,81,3.6666666666666665,7,0.483243185633838
USER_075,rm_194,4,7,2,0.6613336565460679,6.36731083432096e-05,5.0,45,4.6,81,3.6666666666666665,5,0.483243185633838
USER_075,rm_194,1,3,2,0.2883730952332856,6.36731083432096e-05,5.0,45,4.6,81,3.6666666666666665,18,0.483243185633838
